Run number,Start time,Duration,Configuration,Digitizer,Notes,Tracking,ConversionKeySightScope,TimingDAQVME,TimingDAQKeySightScope,EntriesWithTrackScope,EntriesWithHitScope,EntriesWithTrackAndHitScope,EntriesWithTrackWithoutNplanesScope,TimingDAQDT5742,TimingDAQNoTracksVME,TimingDAQNoTracksDT5742,TimingDAQNoTracksKeySightScope,ConversionSampic,ConversionTekScope,TimingDAQSampic,TimingDAQTekScope,TimingDAQNoTracksTekScope,TimingDAQNoTracksSampic,LabviewRecoVME,LabviewRecoDT5742,LabviewRecoKeySightScope,LabviewRecoSampic,LabviewRecoTekScope,Version,Sensor,Sensor copy,Temp13ETL,Temp14ETL,Temp15ETL,Temp16ETL,Temp17ETL,Temp18ETL,Temp19ETL,Temp20ETL,LowVoltage1ETL,LowVoltage2ETL,LowVoltage3ETL,Current1ETL,Current2ETL,Current3ETL,BoxTempOlmo,BoxVoltageOlmo,BoxHumOlmo,BoxCurrentOlmo,BarCurrentOlmo,BarVoltageOlmo,z_rotationOlmo,x_stageOlmo,y_stageOlmo,DQM,HV 1,Time Resolution 1
8222,2019-04-22 23:28:00.207547,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-7.11,-7.88,-999,-999,-5.31,-7.34,-7.37,-6.53,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.1,1.015345e-05,7.128459e-06,43.0,70.0,104.0,N/A,,,
8223,2019-04-22 23:30:00.202710,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-7.56,-8.38,-999,-999,-5.68,-7.81,-7.86,-6.99,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.1,1.026643e-05,7.218914e-06,43.0,70.0,104.0,N/A,,,
8224,2019-04-22 23:32:00.202305,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-8.03,-8.87,-999,-999,-6.04,-8.26,-8.35,-7.46,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.1,1.015345e-05,6.970164e-06,43.0,70.0,104.0,N/A,,,
8225,2019-04-22 23:34:02.121872,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-8.5,-9.35,-999,-999,-6.42,-8.7,-8.85,-7.93,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.2,1.024379e-05,7.105846e-06,43.0,70.0,104.0,N/A,,,
8226,2019-04-22 23:36:02.169474,105,35,VME,,Complete,N/A,Failed,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-8.97,-9.81,-999,-999,-6.78,-9.11,-9.31,-8.38,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.2,1.017598e-05,7.173687e-06,43.0,70.0,104.0,N/A,,,
8227,2019-04-22 23:38:02.127516,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-9.4,-10.25,-999,-999,-7.14,-9.5,-9.75,-8.83,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.2,1.010823e-05,7.060618e-06,43.0,70.0,104.0,N/A,,,
8228,2019-04-22 23:40:02.206382,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-9.8,-10.66,-999,-999,-7.48,-9.86,-10.17,-9.25,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.2,1.008564e-05,6.951159e-06,43.0,70.0,104.0,N/A,,,
8229,2019-04-22 23:42:02.128614,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-10.2,-11.06,-999,-999,-7.81,-10.21,-10.57,-9.65,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.2,1.022115e-05,7.038005e-06,43.0,70.0,104.0,N/A,,,
8230,2019-04-22 23:44:02.157232,105,35,VME,,Failed,N/A,Not started,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-10.58,-11.44,-999,-999,-8.14,-10.55,-10.96,-10.05,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.2,1.015345e-05,6.970164e-06,43.0,70.0,104.0,N/A,,,
8231,2019-04-22 23:46:02.132903,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-10.96,-11.81,-999,-999,-8.45,-10.86,-11.33,-10.42,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.2,1.022115e-05,7.015391e-06,43.0,70.0,104.0,N/A,,,
8232,2019-04-22 23:48:02.171552,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-11.3,-12.15,-999,-999,-8.77,-11.17,-11.68,-10.78,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.2,1.028896e-05,7.015391e-06,43.0,70.0,104.0,N/A,,,
8233,2019-04-22 23:50:02.191353,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-11.64,-12.5,-999,-999,-9.09,-11.47,-12.02,-11.13,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.2,1.013081e-05,6.924936e-06,43.0,70.0,104.0,N/A,,,
8234,2019-04-22 23:52:02.214227,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-11.96,-12.82,-999,-999,-9.39,-11.75,-12.35,-11.46,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.2,1.046975e-05,7.128459e-06,43.0,70.0,104.0,N/A,,,
8235,2019-04-22 23:54:02.123904,104,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-12.27,-13.13,-999,-999,-9.68,-12.02,-12.65,-11.77,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.2,1.022115e-05,7.060618e-06,43.0,70.0,104.0,N/A,,,
8236,2019-04-22 23:56:02.193299,104,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-12.56,-13.4,-999,-999,-9.96,-12.29,-12.94,-12.07,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.2,1.028896e-05,7.060618e-06,43.0,70.0,104.0,N/A,,,
8237,2019-04-22 23:58:02.210340,104,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-12.85,-13.68,-999,-999,-10.24,-12.54,-13.22,-12.35,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.2,1.035677e-05,7.105846e-06,43.0,70.0,104.0,N/A,,,
8238,2019-04-23 00:00:02.448392,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-13.11,-13.93,-999,-999,-10.49,-12.77,-13.47,-12.61,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.3,1.004047e-05,7.038005e-06,43.0,70.0,104.0,N/A,,,
8239,2019-04-23 00:02:02.222276,104,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-13.31,-14.16,-999,-999,-10.72,-12.99,-13.71,-12.85,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.3,1.026643e-05,7.038005e-06,43.0,70.0,104.0,N/A,,,
8240,2019-04-23 00:04:02.200127,104,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-13.55,-14.38,-999,-999,-10.95,-13.2,-13.94,-13.09,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.3,1.022115e-05,7.151073e-06,43.0,70.0,104.0,N/A,,,
8241,2019-04-23 00:06:02.240101,104,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-13.76,-14.58,-999,-999,-11.16,-13.39,-14.14,-13.31,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.3,1.022115e-05,7.151073e-06,43.0,70.0,104.0,N/A,,,
8242,2019-04-23 00:08:02.146353,104,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-13.96,-14.78,-999,-999,-11.36,-13.58,-14.34,-13.52,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.3,1.037936e-05,7.177296e-06,43.0,70.0,104.0,N/A,,,
8243,2019-04-23 00:10:02.189151,104,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-14.14,-14.97,-999,-999,-11.56,-13.77,-14.53,-13.72,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.3,1.019862e-05,7.286726e-06,43.0,70.0,104.0,N/A,,,
8244,2019-04-23 00:12:02.147990,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-14.31,-15.14,-999,-999,-11.74,-13.94,-14.71,-13.9,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.3,1.024379e-05,7.038005e-06,43.0,70.0,104.0,N/A,,,
8245,2019-04-23 00:14:04.133982,105,35,VME,,Complete,N/A,Failed,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-14.49,-15.31,-999,-999,-11.92,-14.1,-14.89,-14.08,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.3,1.017598e-05,7.015391e-06,43.0,70.0,104.0,N/A,,,
8246,2019-04-23 00:16:04.158831,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-14.64,-15.46,-999,-999,-12.09,-14.26,-15.05,-14.25,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.3,1.010823e-05,7.151073e-06,43.0,70.0,104.0,N/A,,,
8247,2019-04-23 00:18:04.175714,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-14.83,-15.62,-999,-999,-12.25,-14.42,-15.2,-14.41,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.3,1.035677e-05,6.857095e-06,43.0,70.0,104.0,N/A,,,
8248,2019-04-23 00:20:04.261218,104,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-14.96,-15.77,-999,-999,-12.41,-14.56,-15.35,-14.56,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.4,1.026643e-05,7.196271e-06,43.0,70.0,104.0,N/A,,,
8249,2019-04-23 00:22:04.240831,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-15.1,-15.91,-999,-999,-12.56,-14.7,-15.49,-14.71,0.0,0.0,0.0,0.0,0.0,0.0,25.4,72.0,21.4,1.019862e-05,7.218914e-06,43.0,70.0,104.0,N/A,,,
8250,2019-04-23 00:24:04.172219,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-15.25,-16.04,-999,-999,-12.7,-14.83,-15.63,-14.85,0.0,0.0,0.0,0.0,0.0,0.0,25.4,72.0,21.4,1.040194e-05,7.128459e-06,43.0,70.0,104.0,N/A,,,
8251,2019-04-23 00:26:04.190633,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-15.38,-16.17,-999,-999,-12.84,-14.96,-15.75,-14.98,0.0,0.0,0.0,0.0,0.0,0.0,25.4,72.0,21.4,1.017598e-05,7.060618e-06,43.0,70.0,104.0,N/A,,,
8252,2019-04-23 00:28:04.195404,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-15.49,-16.28,-999,-999,-12.97,-15.08,-15.88,-15.11,0.0,0.0,0.0,0.0,0.0,0.0,25.4,72.0,21.4,1.010823e-05,7.015391e-06,43.0,70.0,104.0,N/A,,,
8253,2019-04-23 00:30:04.224559,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-15.6,-16.4,-999,-999,-13.1,-15.2,-15.99,-15.23,0.0,0.0,0.0,0.0,0.0,0.0,25.4,72.0,21.4,1.026643e-05,7.30934e-06,43.0,70.0,104.0,N/A,,,
8254,2019-04-23 00:32:04.194480,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-15.7,-16.5,-999,-999,-13.22,-15.3,-16.1,-15.34,0.0,0.0,0.0,0.0,0.0,0.0,25.4,72.0,21.4,1.015345e-05,7.060618e-06,43.0,70.0,104.0,N/A,,,
8255,2019-04-23 00:34:04.204736,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-15.81,-16.6,-999,-999,-13.33,-15.4,-16.2,-15.45,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.4,1.028896e-05,7.196271e-06,43.0,70.0,104.0,N/A,,,
8256,2019-04-23 00:36:04.232972,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-15.91,-16.69,-999,-999,-13.44,-15.5,-16.29,-15.54,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.4,1.044711e-05,7.241528e-06,43.0,70.0,104.0,N/A,,,
8257,2019-04-23 00:38:04.149468,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-16.0,-16.77,-999,-999,-13.54,-15.58,-16.37,-15.63,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.5,9.882264e-06,7.015391e-06,43.0,70.0,104.0,N/A,,,
8258,2019-04-23 00:40:04.222759,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-16.05,-16.85,-999,-999,-13.63,-15.66,-16.45,-15.72,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.5,1.035677e-05,7.151073e-06,43.0,70.0,104.0,N/A,,,
8259,2019-04-23 00:42:04.142844,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-16.14,-16.92,-999,-999,-13.72,-15.74,-16.52,-15.79,0.0,0.0,0.0,0.0,0.0,0.0,25.4,72.0,21.5,1.004047e-05,7.218914e-06,43.0,70.0,104.0,N/A,,,
8260,2019-04-23 00:44:04.180063,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-16.21,-16.99,-999,-999,-13.81,-15.81,-16.59,-15.87,0.0,0.0,0.0,0.0,0.0,0.0,25.4,72.0,21.6,1.010823e-05,7.105846e-06,43.0,70.0,104.0,N/A,,,
8261,2019-04-23 00:46:04.180266,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-16.29,-17.05,-999,-999,-13.89,-15.88,-16.65,-15.94,0.0,0.0,0.0,0.0,0.0,0.0,25.4,72.0,21.6,1.010823e-05,7.154682e-06,43.0,70.0,104.0,N/A,,,
8262,2019-04-23 00:48:04.211432,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-16.34,-17.1,-999,-999,-13.97,-15.94,-16.71,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.6,-2.749031e-06,7.128459e-06,43.0,70.0,104.0,N/A,,,
8263,2019-04-23 00:50:04.173123,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-16.4,-17.16,-999,-999,-14.04,-16.0,-16.76,-16.06,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.6,-9.379e-07,7.151073e-06,43.0,70.0,104.0,N/A,,,
8264,2019-04-23 00:52:04.234077,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-16.47,-17.21,-999,-999,-14.1,-16.05,-16.82,-16.12,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.6,-8.511706e-07,7.105846e-06,43.0,70.0,104.0,N/A,,,
8265,2019-04-23 00:54:08.150428,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-16.52,-17.27,-999,-999,-14.17,-16.1,-16.88,-16.18,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.7,-9.866781e-07,7.128459e-06,43.0,70.0,104.0,N/A,,,
8266,2019-04-23 00:56:08.196613,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-16.57,-17.31,-999,-999,-14.24,-16.15,-16.93,-16.23,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.6,-8.73697e-07,7.128459e-06,43.0,70.0,104.0,N/A,,,
8267,2019-04-23 00:58:08.189032,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-16.61,-17.36,-999,-999,-14.3,-16.19,-16.97,-16.28,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.6,-7.15605e-07,7.26775e-06,43.0,70.0,104.0,N/A,,,
8268,2019-04-23 01:00:08.150492,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-16.64,-17.4,-999,-999,-14.35,-16.23,-17.02,-16.33,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.6,-8.511706e-07,7.241528e-06,43.0,70.0,104.0,N/A,,,
8269,2019-04-23 01:02:08.149753,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-16.71,-17.44,-999,-999,-14.41,-16.28,-17.06,-16.37,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,21.7,-1.077075e-06,7.015391e-06,43.0,70.0,104.0,N/A,,,
8270,2019-04-23 01:04:08.135744,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-16.75,-17.48,-999,-999,-14.46,-16.34,-17.1,-16.42,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.7,-9.189826e-07,7.173687e-06,43.0,70.0,104.0,N/A,,,
8271,2019-04-23 01:06:08.221581,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-16.78,-17.51,-999,-999,-14.5,-16.4,-17.13,-16.46,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.7,-9.189826e-07,7.218914e-06,43.0,70.0,104.0,N/A,,,
8272,2019-04-23 01:08:08.169109,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-16.84,-17.55,-999,-999,-14.55,-16.46,-17.17,-16.5,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.8,-6.252085e-07,7.264141e-06,43.0,70.0,104.0,N/A,,,
8273,2019-04-23 01:10:08.176971,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-16.88,-17.57,-999,-999,-14.58,-16.51,-17.2,-16.53,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.8,-6.930204e-07,7.038005e-06,43.0,70.0,104.0,N/A,,,
8274,2019-04-23 01:12:08.219989,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-16.88,-17.61,-999,-999,-14.6,-16.55,-17.23,-16.57,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.8,-9.415089e-07,7.199909e-06,43.0,70.0,104.0,N/A,,,
8275,2019-04-23 01:14:08.127410,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-16.97,-17.65,-999,-999,-14.62,-16.59,-17.26,-16.6,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.8,-8.73697e-07,7.173687e-06,43.0,70.0,104.0,N/A,,,
8276,2019-04-23 01:16:08.227236,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-16.96,-17.68,-999,-999,-14.65,-16.63,-17.3,-16.64,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.8,-7.381896e-07,7.196271e-06,43.0,70.0,104.0,N/A,,,
8277,2019-04-23 01:18:08.221981,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.02,-17.71,-999,-999,-14.69,-16.66,-17.33,-16.67,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.8,-8.474453e-07,7.218914e-06,43.0,70.0,104.0,N/A,,,
8278,2019-04-23 01:20:08.256498,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.03,-17.74,-999,-999,-14.71,-16.69,-17.36,-16.7,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.8,-8.73697e-07,7.083232e-06,43.0,70.0,104.0,N/A,,,
8279,2019-04-23 01:22:08.188221,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.07,-17.76,-999,-999,-14.72,-16.72,-17.38,-16.73,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.8,-6.893533e-07,7.038005e-06,43.0,70.0,104.0,N/A,,,
8280,2019-04-23 01:24:08.135842,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.1,-17.78,-999,-999,-14.73,-16.75,-17.41,-16.76,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.8,-8.73697e-07,7.286726e-06,43.0,70.0,104.0,N/A,,,
8281,2019-04-23 01:26:08.156268,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.13,-17.8,-999,-999,-14.75,-16.77,-17.43,-16.78,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.9,-7.57107e-07,6.970164e-06,43.0,70.0,104.0,N/A,,,
8282,2019-04-23 01:28:08.195996,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.13,-17.83,-999,-999,-14.77,-16.8,-17.45,-16.81,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.9,-6.930204e-07,7.015391e-06,43.0,70.0,104.0,N/A,,,
